"CpX","X (m)","Y (m)","Z (m)"
-9.24959606002153,-3.89844953141366,0.464625,0.735982780339575
-9.00042857795592,-3.89715747749246,0.464625,0.736527603998531
-9.27540024038827,-3.90197215571385,0.464625,0.734491062729229
-8.62092048746556,-3.89392243771781,0.464625,0.73789096835252
-9.51652582603926,-3.91451287899871,0.464625,0.72915596095033
-9.3007392389346,-3.91380336104683,0.464625,0.729458734276569
-8.72155197026162,-3.90613666345264,0.464625,0.732727579658616
-9.5767334969774,-3.91492897718648,0.464625,0.728978753561347
-9.11669237686521,-3.91890178585935,0.464625,0.727286383965859
-8.95497640945428,-3.91000478586948,0.464625,0.731079585557683
-9.38704905192743,-3.93439200498651,0.464625,0.720614041642353
-9.23660243087054,-3.92646035417222,0.464625,0.724043097763996
-9.32433192858858,-3.94215613951837,0.464625,0.717232989083756
-9.16005830362773,-3.93061446855444,0.464625,0.722249073337162
-9.40734036026026,-3.94799436496414,0.464625,0.714672950039152
-10.0257537303478,-3.95277209234312,0.464625,0.712568164546007
-9.87138570013803,-3.95114697390309,0.464625,0.713284280539845
-9.4640893629295,-3.96040429602175,0.464625,0.709183394735165
-10.0250969468503,-3.95621469444449,0.464625,0.711041731155719
-9.53182455102,-3.96503233844098,0.464625,0.707114322490318
-9.61398225972619,-3.97279213564156,0.464625,0.703613702391388
-10.2223033508766,-3.98444453076433,0.464625,0.698286931623417
-9.55805198932835,-3.97967742365932,0.464625,0.700474090513286
-9.63386647064259,-3.99013829131764,0.464625,0.695649880456966
-10.0172657564765,-3.98346684399366,0.464625,0.698735671897118
-10.1607234945477,-3.98621243242255,0.464625,0.697468091328486
-9.73964362339026,-3.99625648305359,0.464625,0.692806677719632
-9.7926489044216,-4.00411464080816,0.464625,0.689093151085862
-9.84599909987299,-4.0002983952085,0.464625,0.690923298406062
-9.71204209497886,-4.01179547941853,0.464625,0.685384762755583
-9.85451362514047,-4.01975583602145,0.464625,0.681483726806283
-9.55912698451344,-4.01592459481005,0.464625,0.68337942899972
-9.80993737178339,-4.02733509602346,0.464625,0.67771527364822
-9.73565024224903,-4.03139156655098,0.464625,0.675691237682826
-9.98404941469481,-4.03539356476072,0.464625,0.673654179814524
-9.88827025421322,-4.04126592996523,0.464625,0.670636781521589
-10.4050008529804,-4.04634905495647,0.464625,0.667976181526701
-10.1678992731248,-4.04464150276493,0.464625,0.668871860295742
-9.85753213344202,-4.05224490732558,0.464625,0.664815709089774
-10.1709594935896,-4.04784470943845,0.464625,0.667176417216126
-9.68485232105046,-4.05603270987292,0.464625,0.66278272207999
-9.67157825878263,-4.05999508536816,0.464625,0.660618814593182
-9.95155241459672,-4.07041294952125,0.464625,0.654806321087024
-9.58198798529527,-4.06622373160176,0.464625,0.657175114910495
-9.61234661346699,-4.0756455359667,0.464625,0.651778519472991
-9.14264858744153,-4.08056003549741,0.464625,0.648929979567918
-9.58250585400232,-4.08469615674669,0.464625,0.64648496151476
-9.22887512159667,-4.0939568248432,0.464625,0.640867623373311
-9.08955232284934,-4.09004828846985,0.464625,0.643268372001745
-8.1041623048824,-4.09932744491666,0.464625,0.637464883413439
-8.01508928965702,-4.1051552866608,0.464625,0.633738670644434
-7.45818735244411,-4.11576481997355,0.464625,0.626715914927672
-7.57929125565393,-4.11489271701161,0.464625,0.627304765808319
-8.15751822582827,-4.10929906828203,0.464625,0.631047162309107
-7.47522390410356,-4.11632048125343,0.464625,0.626338000315378
-6.62566989367988,-4.11276387747341,0.464625,0.628742461535429
-7.34834267454879,-4.12165048834143,0.464625,0.622647992446463
-6.39354132976005,-4.11807021053266,0.464625,0.625137340770295
-5.79708688921303,-4.12253931811598,0.464625,0.622019473183293
-5.29219490884517,-4.12046638478067,0.464625,0.623476922473655
-5.14348167883959,-4.12519846586803,0.464625,0.62012424727678
-5.66139946129838,-4.1274334587156,0.464625,0.618527681367249
-4.87047471535942,-4.13086041051178,0.464625,0.616034020104249
-1.25213104849597,-4.1341880524452,0.464625,0.613727748443271
-1.06971689193501,-4.14364753357397,0.464625,0.611094883051479
-2.45924296060242,-4.13814798131648,0.464625,0.61271076299661
-1.61673122887963,-4.14630487403097,0.464625,0.61006271058017
-2.73758952183244,-4.14853112933278,0.464625,0.609260596839218
-1.49678692585432,-4.15782907764383,0.464625,0.605206086856443
3.64787365384321,-4.15814568156695,0.464625,0.605006691596266
-2.42017491798122,-4.15378477909831,0.464625,0.607060324035233
1.01289220108919,-4.16171190942897,0.464625,0.602342283025595
1.01289220108919,-4.16378996178607,0.464625,0.600992728124618
2.79963571893371,-4.15959812394537,0.464625,0.603879995285898
2.03111740891913,-4.17203114233814,0.464625,0.595345086068326
1.65782604956532,-4.16823638840786,0.464625,0.597964803880142
1.65782604956532,-4.17154681878267,0.464625,0.595708132778113
1.65782604956532,-4.171778729516,0.464625,0.595552052988681
7.87063822949857,-4.17567824750777,0.464625,0.591938975837788
5.28828110966941,-4.17991944027939,0.464625,0.588046685745507
6.95823880240633,-4.18430988743482,0.464625,0.584035097279912
9.98167833716101,-4.19172045305269,0.464625,0.576869913677192
12.2407351328336,-4.19898960584421,0.464625,0.569515817751848
9.41906013715953,-4.19567881654782,0.464625,0.572924392653523
12.9194370768192,-4.20332189638308,0.464625,0.56503004639203
12.7927540545783,-4.20497816656709,0.464625,0.563309229423794
13.942621525416,-4.20703344013731,0.464625,0.561153143509764
13.7556214724758,-4.21432343678051,0.464625,0.55324381064753
14.7626744048741,-4.21013524403952,0.464625,0.557834436019971
16.2724433059079,-4.21733758151165,0.464625,0.549850786123636
14.1321336109054,-4.22132789294022,0.464625,0.54453662410528
1.86993561372425,-4.22214045469902,0.464625,0.543210111239086
30.5605404662634,-4.22219466482967,0.464625,0.540139189190612
15.2045971106635,-4.21793612618529,0.464625,0.549055203710705
15.2045971106635,-4.21961718429296,0.464625,0.546883424340834
28.4140091070332,-4.22146720153693,0.464625,0.537071639320281
23.4845315470837,-4.2233054928905,0.464625,0.534547792342152
22.5737523252033,-4.22964710428609,0.464625,0.529321410133704
19.893245339786,-4.23911506518969,0.464625,0.521551787364101
21.2291517578867,-4.23624383389845,0.464625,0.52390168096094
19.0709665755615,-4.24321959435324,0.464625,0.518145371627127
18.3627605281695,-4.24789671427878,0.464625,0.514243472869695
17.8923439194705,-4.2517950330962,0.464625,0.510931863304494
17.7259954151296,-4.26009113746585,0.464625,0.503737963020668
17.8846974178851,-4.25621480106077,0.464625,0.507133732193746
17.7454619837047,-4.2643828902067,0.464625,0.499944848851733
17.8209164976508,-4.26823752103366,0.464625,0.496466890715687
