"CpX","X (m)","Y (m)","Z (m)"
-24.2363222753147,-3.50429071542167,0.0241756015397615,0.8209675
-24.3113216879815,-3.50428413648004,0.0202673615204854,0.8209675
-24.1190477982649,-3.50430443644905,0.0280768788736658,0.8209675
-24.3171586625414,-3.50428456381985,0.0165279753910792,0.8209675
-24.0134596886347,-3.50432159026032,0.0358699724732503,0.8209675
-24.0356767694686,-3.50431148452679,0.0319787436678817,0.8209675
-24.3346759873086,-3.5042692726031,0.0127886686623961,0.8209675
-24.0070048585004,-3.50432954954406,0.0397809140450475,0.8209675
-24.490659716201,-3.50423909279452,0.00882399509404196,0.8209675
-23.9899342814238,-3.50432484287407,0.0437041555056707,0.8209675
-24.715829728985,-3.50421187654711,0.0047633207953483,0.8209675
-23.9901640234667,-3.50431850664807,0.0476222360661434,0.8209675
-24.7536570283992,-3.50420156744179,0.00135129286607467,0.8209675
-23.9778363269799,-3.50431219256472,0.0515395650623417,0.8209675
-24.0204560200903,-3.50430529821595,0.0554791232185298,0.8209675
-24.0591263731775,-3.50428055632584,0.0593867319251345,0.8209675
12.9055630178827,-3.44030733482485,0.0188488323994604,0.8209675
12.5387938196071,-3.4403019517517,0.000331848442810587,0.8209675
12.8488052679428,-3.44028800761629,0.0242216994529899,0.8209675
-23.9959273047289,-3.50422790146923,0.0632569727007555,0.8209675
12.8271403758412,-3.44030070413355,0.0207643388539126,0.8209675
12.6318820866746,-3.44030808762927,0.0016583668917045,0.8209675
12.8674370931403,-3.44031383111586,0.0164683159931148,0.8209675
12.8392966416883,-3.44027096977456,0.0280681602527913,0.8209675
-24.0213511863092,-3.50420346175259,0.0671807765673109,0.8209675
12.8293778743613,-3.44032794226719,0.00998129563369472,0.8209675
12.6068519340869,-3.44032122862425,0.00462091084626083,0.8209675
12.8422608168655,-3.44032324203159,0.0124904900677557,0.8209675
12.8246427721073,-3.44024955218532,0.0319338593780918,0.8209675
-24.2627892344338,-3.50418816730983,0.0710227299157852,0.8209675
12.6461025627367,-3.4403293814026,0.00801503569195196,0.8209675
-2.64726125171372,-3.50337149715739,0.0932836969702253,0.8209675
-3.3251257897976,-3.50177686322664,0.0934786597020772,0.8209675
12.8278652780625,-3.44021600166297,0.0358029349204195,0.8209675
-24.4385748474967,-3.50414215259714,0.0745435236853416,0.8209675
-25.2215787589364,-3.50402548848986,0.0917720537899507,0.8209675
12.8466623471982,-3.44017081039409,0.0396838445328997,0.8209675
-24.8340728889103,-3.50408124850795,0.0794204598340727,0.8209675
-24.1606461567858,-3.50411746154657,0.0766024014820331,0.8209675
-25.1679517037088,-3.50400167990249,0.0897827862246648,0.8209675
12.8544583948774,-3.44011465412132,0.0435464076099801,0.8209675
-24.3053322523411,-3.50410151159886,0.0778111819725833,0.8209675
-24.7373963202466,-3.50407659564167,0.0805009338586836,0.8209675
12.7843640501456,-3.4272200326578,0.225593733468173,0.8209675
12.7452252858338,-3.42758835894024,0.222616334701971,0.8209675
-17.1340262412824,-3.4974872406268,0.105464878399453,0.8209675
-10.6229011537754,-3.49833487291753,0.106808379431252,0.8209675
-25.0427126499363,-3.50399723461031,0.0885465606964032,0.8209675
-25.1086448480406,-3.50400441187516,0.087003885253606,0.8209675
-24.6962369130287,-3.50405668181712,0.082734375162012,0.8209675
-25.0124739112957,-3.50401208582505,0.0860093535088467,0.8209675
12.8499680665989,-3.44001666672843,0.0487429114920146,0.8209675
12.948481928762,-3.43993837190234,0.0527089624625661,0.8209675
