"Pxn","X (m)","Y (m)","Z (m)"
4.08730069948854,6.41568339082486,0.7,0.0769166893034833
4.48991057603428,6.4190273074491,0.7,0.0776646773621793
6.97185693791082,6.4295018258023,0.7,0.0805838387537735
7.49521730329336,6.43427404051691,0.7,0.0824057231077668
10.1800718917785,6.43740474464132,0.7,0.0844044681838613
4.81469976411834,6.42284765198138,0.7,0.0786084580628288
10.5554962226291,6.44023309682771,0.7,0.0867560083847453
12.1220470119468,6.44322306845711,0.7,0.0903201198158917
12.3203474274619,6.44541010173277,0.7,0.0934542429847631
12.5758953197092,6.4478739309158,0.7,0.0974696935942334
12.7201657968349,6.45120570613665,0.7,0.103087186802117
12.7939711107747,6.45322817114508,0.7,0.106605909365245
12.9118121904827,6.45614169686109,0.7,0.111822116110533
12.9046678952848,6.45845647661985,0.7,0.115991890524665
13.0485819238258,6.45868358818628,0.7,0.116409520767017
13.1917165569722,6.46036466729597,0.7,0.119628209923491
13.3916577655563,6.46374125757572,0.7,0.126223493215338
13.6754792737523,6.46710103214693,0.7,0.133069003512349
13.9815144519117,6.46931323659364,0.7,0.137787870900363
14.2667357683699,6.47082182325263,0.7,0.141249245178926
17.6514995787461,6.47616327155065,0.7,0.157135226076688
18.0035224648149,6.47532223005645,0.7,0.153772386764641
14.8641287847312,6.47322278572053,0.7,0.1471042441768
16.0399320465304,6.47493003921006,0.7,0.151709079048829
15.8158542206591,6.47764171474994,0.7,0.160576734941549
15.7800177815796,6.47688329985498,0.7,0.159376575712438
15.7512905488587,6.47870611583116,0.7,0.163003294335011
15.9597764440173,6.47922216841891,0.7,0.164572738834873
16.3611480515401,6.47834568121442,0.7,0.161818382432831
14.1512275067584,6.47852971700407,0.7,0.162231504644225
14.6563871989655,6.4815641078825,0.7,0.169485398348746
14.7454052572037,6.48052300496188,0.7,0.167235072940002
14.5185184621257,6.48201026763832,0.7,0.17076667473518
14.2212428946686,6.48314642881505,0.7,0.174227170359356
14.4578667946359,6.48504517265289,0.7,0.180464963057554
14.8948984330818,6.48698743926462,0.7,0.187626810578437
15.3668512042307,6.4885299358748,0.7,0.193763589585665
15.3301296924598,6.48943043328649,0.7,0.197574539219157
