-4.565109999999999936e-04,1.081115700000000006e-02,3.899982619999999844e-01,1.769999999999999994e-06
-4.647189999999999936e-04,3.367325999999999913e-03,3.905524650000000153e-01,-9.090000000000000002e-07
-4.886540000000000415e-04,1.886177500000000076e-02,3.897704049999999865e-01,1.480000000000000018e-06
-5.690299999999999915e-04,2.648548800000000147e-02,3.895677120000000104e-01,-6.840000000000000368e-07
-6.212360000000000538e-04,1.144639899999999946e-02,3.848735220000000234e-01,1.660000000000000031e-05
-6.408790000000000146e-04,3.484731000000000026e-03,3.853776950000000201e-01,1.580000000000000119e-05
-6.424339999999999955e-04,3.303512000000000202e-03,3.965012960000000031e-01,-1.160000000000000075e-05
-6.484130000000000275e-04,1.052008299999999952e-02,3.960430870000000159e-01,-1.509999999999999942e-05
-6.581910000000000278e-04,3.387571999999999806e-02,3.894048640000000172e-01,2.240000000000000153e-06
-6.608029999999999547e-04,2.598023099999999946e-02,3.854219770000000267e-01,7.849999999999999380e-06
-6.741269999999999511e-04,1.987499399999999999e-02,3.848684459999999752e-01,1.629999999999999979e-05
-6.890979999999999675e-04,1.836329399999999876e-02,3.957655809999999774e-01,-1.430000000000000031e-05
-7.639199999999999637e-04,2.611094699999999894e-02,3.957056219999999791e-01,-1.309999999999999994e-05
-7.817539999999999559e-04,4.148179899999999976e-02,3.895575840000000123e-01,2.629999999999999807e-06
-8.411649999999999466e-04,2.835337500000000011e-02,3.839229670000000039e-01,7.679999999999999314e-06
-8.538499999999999649e-04,3.376100700000000260e-02,3.956343660000000151e-01,-1.299999999999999920e-05
-8.597070000000000276e-04,3.397522800000000315e-02,3.845202509999999796e-01,1.669999999999999935e-05
-9.191380000000000080e-04,4.922163200000000127e-02,3.896332780000000273e-01,3.980000000000000010e-06
-9.652210000000000477e-04,3.267420000000000047e-03,4.031115670000000040e-01,-1.919999999999999913e-05
-9.690960000000000199e-04,4.147154900000000338e-02,3.955943880000000190e-01,-1.230000000000000082e-05
-9.731440000000000055e-04,4.148836699999999822e-02,3.846950439999999860e-01,1.660000000000000031e-05
-9.803159999999999565e-04,1.041977300000000023e-02,4.028929439999999751e-01,-2.440000000000000017e-05
-1.023028999999999952e-03,1.819304000000000060e-02,4.027229700000000134e-01,-2.430000000000000112e-05
-1.036360999999999966e-03,2.377732999999999930e-03,3.823588090000000217e-01,9.099999999999999271e-06
-1.066733999999999955e-03,5.700790900000000244e-02,3.897580199999999828e-01,4.339999999999999952e-06
-1.093358999999999911e-03,4.921651199999999698e-02,3.847996479999999941e-01,1.639999999999999883e-05
-1.103133000000000065e-03,2.596307999999999949e-02,4.026850840000000264e-01,-2.470000000000000068e-05
-1.110075000000000081e-03,4.923024200000000045e-02,3.956443869999999863e-01,-1.139999999999999927e-05
-1.204778000000000099e-03,3.371128600000000003e-02,4.026546380000000092e-01,-2.370000000000000009e-05
-1.246989999999999904e-03,6.478178499999999451e-02,3.898212930000000132e-01,3.390000000000000154e-06
-1.253893999999999972e-03,5.704985700000000243e-02,3.849251260000000063e-01,1.919999999999999913e-05
-1.280745999999999924e-03,5.699477000000000015e-02,3.957528920000000228e-01,-1.040000000000000038e-05
-1.317732999999999969e-03,4.146056099999999994e-02,4.026046010000000064e-01,-2.309999999999999906e-05
-1.384435999999999957e-03,3.258599999999999951e-03,4.101948950000000038e-01,-2.659999999999999943e-05
-1.409738999999999914e-03,1.039747300000000083e-02,4.101500650000000081e-01,-3.330000000000000305e-05
-1.453312999999999914e-03,4.922101499999999991e-02,4.026199979999999790e-01,-2.159999999999999987e-05
-1.459748000000000078e-03,1.815757200000000030e-02,4.101130239999999927e-01,-3.320000000000000062e-05
-1.471244999999999931e-03,6.481578899999999865e-02,3.850900669999999804e-01,2.159999999999999987e-05
-1.476595999999999942e-03,6.475187000000000304e-02,3.957783690000000187e-01,-8.820000000000000257e-06
-1.478706999999999895e-03,7.251740099999999523e-02,3.896985629999999978e-01,4.519999999999999923e-06
-1.541770000000000033e-03,2.592177500000000107e-02,4.101022599999999962e-01,-3.330000000000000305e-05
