X (m),Y (m),Z (m),CdX
-0.004192649,0.102574605,0.38049171,0.000131735
-0.004196102,0.041172557,0.15675879,0.000766991
-0.004203672,0.087713283,0.424729308,0.000721282
-0.004206125,0.033365835,0.437468899,0.000479565
-0.004206621,0.012057317,0.18682867,9.66E-05
-0.004206676,0.143492511,0.180843773,0.000262136
-0.004206889,0.103232921,0.417328972,0.000753572
-0.00421854,0.023757952,0.186730362,9.26E-05
-0.004221875,0.039373703,0.186697728,0.000101973
-0.004232662,0.008152514,0.187000015,0.000106384
-0.004264375,0.088091969,0.380278118,0.000403676
-0.00428476,0.027675139,0.186783975,9.27E-05
-0.004285414,0.095889601,0.380386795,0.000322722
-0.004287862,0.035483781,0.186746602,9.68E-05
-0.004323584,0.072176008,0.43145002,0.000635346
-0.004337858,0.126757696,0.402506251,0.000758432
-0.004338969,0.048938827,0.156737068,0.000770623
-0.004343887,0.031582671,0.18679894,9.29E-05
-0.004355749,0.004293051,0.187110763,0.000104426
-0.00435594,0.041150529,0.437465025,0.000493116
-0.004357366,0.119053134,0.184278223,0.000450751
-0.004362598,0.043243058,0.186811186,0.00011125
-0.004368032,0.113227577,0.38080837,1.99E-05
-0.004384246,0.1345613,0.395436541,0.000701871
-0.004408437,0.118904538,0.409913297,0.000785971
-0.004415955,0.078655836,0.430352995,0.000311881
-0.004445663,0.134312775,0.170136683,0.00066332
-0.004452536,0.115847039,0.380604769,6.93E-05
-0.004484648,0.048960587,0.437200004,0.000511816
-0.00449744,0.056699771,0.156758168,0.000771802
-0.004498345,0.095467054,0.424710182,0.00072218
-0.004508068,0.049057965,0.186816587,0.000219606
-0.004532367,0.149978137,0.180291831,0.000512324
-0.00455409,0.149871019,0.17557554,0.000566614
-0.004559132,0.110969766,0.417378439,0.000757041
-0.004564376,0.104580595,0.162621807,0.000377025
-0.004605443,0.001180883,0.187195769,4.70E-05
-0.00461502,0.140784383,0.171123216,0.000328717
-0.004617864,0.111064482,0.163666831,0.00075302
-0.00461927,0.134998254,0.383661455,0.00057161
-0.004623136,0.056737858,0.437287053,0.000491593
-0.004640717,0.056877243,0.186882567,0.000215937
-0.00464421,0.10192666,0.423462719,0.000360008
-0.004654393,0.064463238,0.156893293,0.000798418
-0.004664799,0.142464037,0.389418234,0.000576661
-0.004672349,0.121290057,0.380594432,0.000156567
-0.004716992,0.081258337,0.432429225,0.000306092
-0.004736808,0.126852713,0.184471318,0.00048219
-0.004758556,0.134457879,0.402493246,0.000737674
-0.004784435,0.117540254,0.416182526,0.000403555
-0.004806418,0.126697262,0.409898282,0.00074925
-0.004810326,0.064690572,0.18704516,0.000220521
-0.004828965,0.142195331,0.395455175,0.000669471
-0.004832906,0.072428773,0.186985834,0.00020023
-0.004835612,0.127037534,0.38076039,6.07E-05
-0.004838291,0.064438914,0.437479642,0.000513056
-0.004851831,0.08773144,0.431475791,0.000625178
-0.004853959,0.07223233,0.15693294,0.000810205
-0.004941346,0.041845342,0.378525145,5.72E-05
-0.004968376,0.118818215,0.163724909,0.000766268
-0.004979692,0.104525235,0.425842119,0.00036666
-0.005001817,0.080180113,0.186980661,0.000194192
-0.005002242,0.048798765,0.378441276,0.000100647
-0.005006682,0.142721955,0.384206203,0.000516936
-0.005032374,0.157761542,0.180382509,0.000525413
-0.005036021,0.072189804,0.437373141,0.000540904
-0.005065708,0.157665583,0.17562232,0.000582315
-0.00507626,0.079999676,0.156985031,0.000803463
-0.00510313,0.120152944,0.418612572,0.000373607
-0.005110381,0.150089707,0.389473121,0.000544986
-0.00512369,0.143377476,0.169146783,0.000347759
-0.005156199,0.095495442,0.431519149,0.000639893
-0.005162828,0.110997996,0.424655393,0.000712019
-0.005195484,0.142100485,0.4023843,0.000744499
-0.005203672,0.055504137,0.378367117,4.96E-05
-0.005211633,0.134614733,0.184570211,0.000529627
-0.005223173,0.134360407,0.409842912,0.000758272
-0.005241032,0.11594518,0.379524362,4.41E-05
-0.005299,0.149888279,0.395425843,0.000682548
-0.005305012,0.080005651,0.43714851,0.000528883
-0.005342558,0.087762971,0.15694182,0.000804759
-0.005343329,0.149866566,0.170091966,0.00068286
-0.005347567,0.126623815,0.417288812,0.00073537
-0.005348988,0.088003191,0.187130989,0.000210868
-0.005355626,0.126567293,0.16375017,0.000777361
-0.005375932,0.150281448,0.38462262,0.000446661
-0.00547132,0.121372617,0.379493028,7.09E-05
-0.005479419,0.165556366,0.180519046,0.000502895
-0.005481372,0.103268954,0.431479646,0.000644244
-0.005509272,0.165474834,0.175821089,0.000576632
-0.005542856,0.118771955,0.424593092,0.000709489
-0.005543169,0.003133943,0.441758868,0.000418737
-0.005592362,0.010159195,0.442108429,0.000491231
-0.005610797,0.017956629,0.442189448,0.000469654
-0.005621249,0.15776845,0.389553322,0.000564438
-0.005622198,0.095520332,0.156959244,0.000814609
-0.005630446,0.087796003,0.437213594,0.000513477
-0.00564459,0.142386202,0.184559306,0.000537085
-0.005644727,0.095818873,0.187183138,0.000173675
-0.005668544,0.14982688,0.40236558,0.000761516
-0.005669498,0.142080154,0.409787046,0.000768519
-0.005688229,0.025656609,0.442204837,0.000450996
-0.005693607,0.003102815,0.150405735,0.000619658
-0.005749954,0.134320434,0.163787842,0.000786271
-0.005760105,0.103599123,0.187003409,0.000135572
-0.005771213,0.134312183,0.417277759,0.000756525
-0.005779996,0.010086767,0.150215005,0.00078464
-0.005808128,0.157648262,0.395514236,0.000686142
-0.005815416,0.157646995,0.17013484,0.000685512
-0.005832835,0.111038604,0.431448361,0.000652452
-0.005846027,0.111387662,0.186821883,0.000130949
-0.005853269,0.157981076,0.384688995,0.000477306
-0.005864638,0.017853313,0.150104656,0.000782427
-0.005898335,0.173310541,0.180593899,0.000475101
-0.005917588,0.095570729,0.437333639,0.000518481
-0.005929182,0.10329219,0.156993582,0.000817387
-0.005938403,0.025626185,0.150102622,0.000789512
-0.005955122,0.126549224,0.424550072,0.000726667
-0.005955873,0.173225271,0.176007775,0.000579965
-0.005964711,0.033363607,0.442224604,0.000453943
-0.006028577,0.0334003,0.150113234,0.00079333
-0.006029836,0.119148334,0.186810311,0.00013059
-0.006030945,0.150159196,0.184675013,0.000489467
-0.006067416,0.017776865,0.378179427,0.000182967
-0.006095002,0.111306583,0.378462743,0.000304462
-0.006142254,0.041173865,0.150125975,0.000801666
-0.006144066,0.165469912,0.389728136,0.000550904
-0.006148103,0.149827187,0.409788152,0.000774288
-0.006170457,0.041200382,0.44226337,0.000452131
-0.006173373,0.142109886,0.163772351,0.000780874
-0.006180709,0.157604796,0.402437333,0.000751007
-0.006192312,0.049024512,0.442146705,0.000464209
-0.006194151,0.031092722,0.378241657,9.91E-05
-0.006204522,0.103333381,0.437288854,0.000514147
-0.006211103,0.144089851,0.380786725,0.000193943
-0.006211781,0.118799009,0.431386535,0.000661374
-0.006226113,0.142062984,0.417278851,0.000764113
-0.00626077,0.125671906,0.186859319,7.20E-05
-0.006277916,0.024894318,0.378133962,0.000199265
-0.00628533,0.048943404,0.150115112,0.000794577
-0.00628646,0.111070501,0.156932991,0.000797846
-0.006289785,0.05681851,0.442110453,0.00045378
-0.006295207,0.165436058,0.170265314,0.000694604
-0.006313572,0.116144587,0.378776249,4.12E-05
-0.006337183,0.165548796,0.384798816,0.000442824
-0.006343131,0.03940818,0.18811853,5.80E-05
-0.006347218,0.165388818,0.395638359,0.000669001
-0.006355183,0.010201611,0.378207088,0.000238222
-0.006357938,0.015960372,0.188204291,6.69E-05
-0.006364434,0.012060737,0.188299536,6.99E-05
-0.00638396,0.035504095,0.188158764,6.21E-05
-0.006386526,0.008169079,0.188446982,5.48E-05
-0.006391953,0.134309518,0.4246137,0.000734074
-0.006399962,0.023783455,0.188163661,6.84E-05
-0.006407959,0.019863647,0.188155237,6.55E-05
-0.006434534,0.027695023,0.188198536,6.62E-05
-0.006434575,0.056704052,0.150163233,0.00078646
-0.006442049,0.157939062,0.184662167,0.000474228
-0.006455203,0.064546614,0.442349665,0.00043347
-0.006486482,0.043291503,0.188303236,5.58E-05
-0.006489347,0.031601127,0.188184573,6.25E-05
-0.006535879,0.121395836,0.378840539,5.72E-05
-0.006539546,0.181073881,0.180653284,0.000486521
-0.006565726,0.180978926,0.176000037,0.000586204
-0.006595423,0.004287421,0.188493485,4.99E-05
-0.006602567,0.111088946,0.437329781,0.000522724
-0.006611702,0.064469147,0.150199839,0.000786943
-0.006630704,0.126562381,0.4314371,0.000663175
-0.006644605,0.149897965,0.16373422,0.000766374
-0.006654107,0.00289277,0.378244347,0.000191215
-0.006655835,0.1188351,0.156912849,0.000795661
-0.006659069,0.157585974,0.409819421,0.00077358
-0.00668489,0.173217482,0.389612061,0.000584065
-0.006711582,0.149820074,0.417296322,0.000766365
-0.006715967,0.072261558,0.442332378,0.000442384
-0.006719953,0.165359111,0.402461873,0.000745306
-0.006795823,0.17319373,0.170376548,0.000709291
-0.006811294,0.165731021,0.184609582,0.000436092
-0.006822503,0.072244975,0.150210533,0.000784542
-0.006848694,0.142067821,0.424614923,0.000729624
-0.006886322,0.150313783,0.3807234,0.000360439
-0.006895882,0.00116889,0.188393184,3.34E-05
-0.006905643,0.097313971,0.378344993,0.000122642
-0.006909388,0.173168233,0.395580726,0.000681364
-0.006915925,0.173209251,0.384588015,0.000508425
-0.006919533,0.080070565,0.442060772,0.000451108
-0.00699699,0.11884612,0.43743957,0.000549168
-0.007036925,0.103960129,0.378627228,0.000317736
-0.007045484,0.080019568,0.150259745,0.000791724
-0.007050747,0.126603818,0.156885046,0.00079236
-0.007060116,0.002096821,0.444601626,3.29E-05
-0.00706313,0.134320767,0.431482063,0.00065313
-0.007118062,0.157660508,0.163774479,0.000772685
-0.007119526,0.087887695,0.442065317,0.000447668
-0.007125681,0.15824068,0.381035469,0.000350293
-0.007167432,0.173440922,0.184540393,0.00043401
-0.007180463,0.188829171,0.180767516,0.000505217
-0.007189201,0.188740013,0.175969003,0.000599476
-0.007199213,0.165341505,0.4098109,0.000773419
-0.007223939,0.15757681,0.41732825,0.000768941
-0.007262386,0.127486991,0.379094877,0.000294156
-0.007285567,0.173120297,0.40241961,0.000748431
-0.007327325,0.181332359,0.389510616,0.000623036
-0.007331055,0.087788703,0.150184083,0.000794355
-0.007338801,0.149823911,0.424626552,0.000728528
-0.007357499,0.126605637,0.437569193,0.000567547
-0.007360641,0.180949679,0.170364011,0.000706645
-0.007382627,0.165528265,0.381108741,0.000249012
-0.007452627,0.095657588,0.442170284,0.000442818
-0.007456206,0.134377346,0.156885099,0.00079439
-0.007505118,0.181021521,0.395519045,0.000687083
-0.007513673,0.142081802,0.431433474,0.000651441
-0.007543398,0.064675668,0.377788286,0.000146453
-0.007586515,0.134918766,0.379222403,0.000378414
-0.007586797,0.18190202,0.384342769,0.000608815
-0.007588184,0.103409481,0.442042592,0.00042884
-0.007593469,0.040770216,0.377705237,0.000142567
-0.007599461,0.04895734,0.377563046,0.00010229
-0.007624368,0.165426589,0.163828782,0.000777026
-0.007626093,0.056883768,0.377650851,0.000121449
-0.007630129,0.095553398,0.150129486,0.000791375
-0.007683511,0.072410738,0.37779495,0.000155235
-0.007691004,0.064764984,0.188765608,0.000169745
-0.007697289,0.181204679,0.184552498,0.000417397
-0.007708567,0.19653009,0.180771694,0.000497267
-0.007718756,0.072503115,0.188641379,0.00017328
-0.007750044,0.196479455,0.175994452,0.000594818
-0.007766668,0.165331026,0.417334929,0.000773421
-0.007769819,0.173097393,0.409782737,0.000777103
-0.00778963,0.056930339,0.188649862,0.000187823
-0.007793202,0.049112124,0.18866398,0.000186531
-0.007803158,0.134357609,0.437543558,0.000562427
-0.007818404,0.003099502,0.144101881,0.000593365
-0.007839241,0.141295162,0.379115363,0.000212376
-0.007863608,0.157575078,0.424721741,0.000740007
-0.007875491,0.11116697,0.442106722,0.000429258
-0.00787662,0.142146515,0.15689685,0.000796484
-0.00787981,0.180893695,0.402388339,0.00075475
-0.007896089,0.172820355,0.381123508,0.000275684
-0.00790431,0.080260938,0.377808827,0.000160492
-0.007929786,0.189118391,0.389452729,0.00053511
-0.007967493,0.103329798,0.150060613,0.000813162
-0.007976508,0.188711143,0.170288163,0.000705608
-0.007980122,0.010084552,0.143781994,0.000765565
-0.007987697,0.080264315,0.188608466,0.00017711
-0.008016366,0.149842083,0.431495586,0.000663212
-0.008052044,0.017859981,0.14368489,0.000766263
-0.00805438,0.088120764,0.37780979,0.000160329
-0.00806861,0.034014962,0.37759904,7.96E-05
-0.008092606,0.116676025,0.377909068,6.29E-05
-0.008120503,0.188767679,0.395449177,0.000669134
-0.008131657,0.025635827,0.143678857,0.00076031
-0.00814969,0.1731896,0.163845869,0.00078495
-0.00820346,0.189789245,0.384305691,0.000428771
-0.008209082,0.03340822,0.143713163,0.000749963
-0.008231843,0.121460079,0.377944849,9.01E-05
-0.008237618,0.188947477,0.184717293,0.000401724
-0.008246418,0.088105773,0.188752998,0.00016309
-0.008254152,0.142127647,0.437412036,0.000556369
-0.008291178,0.118926456,0.44241107,0.000439918
-0.008294095,0.20415382,0.180747699,0.000482989
-0.008297699,0.03552952,0.189095431,4.20E-05
-0.008339184,0.041183386,0.143662898,0.000757104
-0.008345869,0.173086651,0.417325236,0.000776968
-0.008348402,0.149925188,0.156853843,0.000807981
-0.008349412,0.204200367,0.176071587,0.000582643
-0.008365448,0.11110378,0.149889967,0.000838886
-0.008368113,0.180858786,0.409774733,0.000778916
-0.008371138,0.095923354,0.188749698,0.000183324
-0.008378864,0.0394367,0.189060092,4.64E-05
-0.008390014,0.160016978,0.379401794,6.43E-05
-0.008395361,0.103708814,0.188591635,0.000226113
-0.008416161,0.165328795,0.424791172,0.000751732
-0.008421045,0.111511766,0.188478516,0.000246593
-0.008424761,0.164759352,0.379457669,3.43E-05
-0.008465888,0.048953035,0.14370575,0.000748989
-0.008471252,0.182106168,0.381110286,0.000237282
-0.008490847,0.012044536,0.189174824,2.72E-05
-0.008496712,0.023758808,0.189105612,3.59E-05
-0.00849929,0.188649872,0.402353752,0.000754905
-0.008509412,0.119292916,0.188546624,0.000262115
-0.00852412,0.015953082,0.189124641,3.49E-05
-0.008527717,0.031630277,0.189119545,4.09E-05
-0.008544372,0.027691844,0.189121759,3.71E-05
-0.00854655,0.019875259,0.189103955,3.98E-05
-0.008546763,0.19643581,0.389374407,0.00054467
-0.008554967,0.157588131,0.431658973,0.000666314
-0.008585569,0.196469381,0.170318419,0.000705928
-0.008595011,0.094781371,0.377604991,8.28E-05
-0.008597913,0.008167988,0.189181647,2.55E-05
-0.008608109,0.05670575,0.143812998,0.000741316
-0.008629263,0.196582042,0.184511006,0.000353159
-0.008647343,0.043324223,0.189161769,3.83E-05
-0.008655471,0.12671153,0.442568498,0.000436367
-0.008713734,0.18097337,0.163786377,0.000804889
-0.008723361,0.127110091,0.188523725,0.000312743
-0.008747952,0.118859481,0.14981366,0.000849376
-0.008757234,0.196397157,0.395382106,0.00067626
-0.008761905,0.149931805,0.437589088,0.000566983
