"Pnx","X (m)","Y (m)","Z (m)"
1.3093328880924,16.3598779512463,0.553125,1.3020126784203
1.34297266179122,16.3442599723774,0.553125,1.30323654521901
1.23803855910885,16.330019955454,0.553125,1.30429348957752
1.1656837613589,16.3221514266878,0.553125,1.30484020646866
1.17058477420401,16.3129454264661,0.553125,1.3054750995282
1.14563450486083,16.297388660523,0.553125,1.30653528952026
1.17818928841349,16.2818501447504,0.553125,1.3075625042637
1.08281878071713,16.2663106089318,0.553125,1.30853412077351
1.08301716793019,16.2507480324206,0.553125,1.3094618717418
1.03650022351606,16.2351679759051,0.553125,1.31039364907226
1.09263472302219,16.2195218133054,0.553125,1.31136074373972
1.09366371155579,16.2038705996787,0.553125,1.31234114955872
1.0738343589214,16.1902653121544,0.553125,1.31319361120992
1.0738343589214,16.18347162683,0.553125,1.31361608311127
1.0738343589214,16.1814745851813,0.553125,1.31371800305587
0.977388249348707,16.1726698293415,0.553125,1.31418030569447
0.911485652033124,16.1570829657155,0.553125,1.3149692726284
0.879529326353268,16.1414891391602,0.553125,1.3157105378521
0.804617473999546,16.1258926683022,0.553125,1.31639827412925
0.91791543206215,16.1103028738692,0.553125,1.31709617161652
0.823301720544548,16.0986101590254,0.553125,1.31763730351608
0.872533779704123,16.0908126392171,0.553125,1.31797310263839
0.954004949175962,16.0830170332682,0.553125,1.31832024670077
0.387828797709598,16.0752200795072,0.553125,1.31858804378801
1.02330112859296,16.0674136556093,0.553125,1.31886960900761
0.526779366056356,16.0596040137257,0.553125,1.31917461012141
0.857833368354061,16.0518036815541,0.553125,1.3194527344226
0.758338091954052,16.0440133905423,0.553125,1.31976153794435
0.692619572448832,16.0362150593911,0.553125,1.32003275754723
0.544997327413935,16.028418927474,0.553125,1.32026922206179
0.661302807033283,16.020632177878,0.553125,1.32050237841939
0.648480010501085,16.0128443756722,0.553125,1.32074976360275
0.50654761823915,16.0050520157384,0.553125,1.32096544027828
0.540598008301803,15.9972564293173,0.553125,1.32116035643655
0.436261958957082,15.9894769870789,0.553125,1.32134747497748
0.354182904181247,15.9723927648202,0.553125,1.32173790922639
0.50179572950737,15.9817060160313,0.553125,1.32152747244535
0.497706803911011,15.9660696657108,0.553125,1.32187035685752
0.492765640750323,15.976311844286,0.553125,1.32165987595685
0.537135974929743,15.9582660599666,0.553125,1.3220525713434
0.277533893993378,15.9504864173285,0.553125,1.32219756560892
0.31410390456958,15.9427002593675,0.553125,1.32230631267445
0.362638583118997,15.9349226984614,0.553125,1.32242766967734
0.353547792550487,15.9271504011161,0.553125,1.32255536599288
0.296888245144488,15.9193675706147,0.553125,1.32266735525193
0.0123376706713787,15.896001766127,0.553125,1.32284660243351
0.26724332923326,15.8882130045461,0.553125,1.32289073111482
0.207683363960378,15.911589999272,0.553125,1.32275465999368
0.152274591926934,15.9037918114341,0.553125,1.32282117669508
0.00894967732198939,15.8726227106947,0.553125,1.32297809291918
0.0885341861293776,15.8804128152368,0.553125,1.32295825043007
-0.0537799782919984,15.8648334646948,0.553125,1.32296545971736
-0.0616121668324298,15.8570685620934,0.553125,1.32293827749833
-0.276014535011375,15.8173203998615,0.553125,1.32270401196033
-0.398610867102616,15.8103795001634,0.553125,1.32258347753755
-0.364261950068574,15.8415161754938,0.553125,1.32279120809545
-0.117696119827514,15.8493083315168,0.553125,1.32290026505785
-0.196134276794098,15.8211606588923,0.553125,1.32274792399144
-0.473239359720231,15.8025276461938,0.553125,1.32239254577766
0.0692139455892368,15.833722511701,0.553125,1.3227288523455
-0.0677026819517331,15.825899398466,0.553125,1.32275311774531
-0.0295113625491204,15.7947231309827,0.553125,1.32231362084088
-0.383359449754948,15.7791992823288,0.553125,1.3220752233769
-0.534971306216373,15.7869868438349,0.553125,1.32224109167585
-0.445993947746611,15.7714256518861,0.553125,1.32195563459581
-0.574266401632085,15.7637079530593,0.553125,1.32180350403799
-0.629915676713014,15.7559994632319,0.553125,1.32159274538407
-0.670694056971754,15.7483213370322,0.553125,1.32136909209075
-1.27469931392294,15.740498077284,0.553125,1.32095455808887
-0.579637268089975,15.7325473703314,0.553125,1.32063464167246
-1.43623846158795,15.7245492966776,0.553125,1.32030645572747
-0.148037571091605,15.7166874032007,0.553125,1.31998092852701
-0.662980830580927,15.7089790666347,0.553125,1.31987331530839
-0.922479775837422,15.693294777024,0.553125,1.31941905727696
-0.753765852837057,15.7012024239409,0.553125,1.31967502184457
-1.19865642610409,15.6857091482977,0.553125,1.31911108267455
-1.11238898251886,15.6971764147802,0.553125,1.31956462693235
-1.3320661199911,15.669820099627,0.553125,1.31831303842291
-1.3320661199911,15.6739433499723,0.553125,1.31852968006909
-1.3320661199911,15.6736819339591,0.553125,1.31851573362035
-1.50101343664407,15.677817367551,0.553125,1.31873846750155
-1.50101343664407,15.6744193763315,0.553125,1.31856414192873
-1.50101343664407,15.6741907154541,0.553125,1.31854719148569
-1.09783824743206,15.6814829654701,0.553125,1.31892404345491
-1.66674058379143,15.6621179606106,0.553125,1.31783653890882
-1.89390144869718,15.6542764975611,0.553125,1.31726803879681
-1.97756406920324,15.6465645059121,0.553125,1.31681523953327
-1.95435009466116,15.6313308091061,0.553125,1.31588486142242
-2.60534580231962,15.6273895791718,0.553125,1.31559609211931
-1.32933303493187,15.6391782526864,0.553125,1.31643010345543
-2.50334083877936,15.6352825220282,0.553125,1.31617732290929
-2.57410095895462,15.6231831825278,0.553125,1.31514444392947
-0.556860314090184,15.614227402583,0.553125,1.31452356856138
-0.556860314090184,15.6191925238643,0.553125,1.31480443708285
