"Pnx","X (m)","Y (m)","Z (m)"
5.66845906066377,-0.183086753560796,0.45725,0.642188552418875
5.73125557816774,-0.193185480791461,0.45725,0.661259509514277
5.73434131459094,-0.189027527336349,0.45725,0.653697676029679
5.71042712444656,-0.200165237086863,0.45725,0.673223994941313
5.69764826628108,-0.209680105337265,0.45725,0.688487115629601
5.61413984865145,-0.223458793749982,0.45725,0.70862261503014
5.60876301511186,-0.218631465723138,0.45725,0.701736534711752
5.54705705944393,-0.236421981939614,0.45725,0.725962277981041
5.5523237649865,-0.230186827517763,0.45725,0.717643976148879
5.39778871526286,-0.243405929831012,0.45725,0.734378854272963
5.2745291350365,-0.256327369715628,0.45725,0.749547005865532
5.16271952302684,-0.27184404467923,0.45725,0.766753194267068
5.18544912380452,-0.264758293304914,0.45725,0.759084233273332
4.83090494500155,-0.30258915743179,0.45725,0.797821343431486
4.98941581251113,-0.286944195400918,0.45725,0.782511894335092
5.06819965210314,-0.27947585428218,0.45725,0.774854288725657
4.80350750398089,-0.310272072812633,0.45725,0.805131528306399
4.90103011068614,-0.294615070065276,0.45725,0.790172475900653
4.66345844155239,-0.319676022158256,0.45725,0.813745488076795
4.03927876011464,-0.385684680930646,0.45725,0.868278379213115
4.5169370712426,-0.33456401269187,0.45725,0.826886558294358
3.98361753252956,-0.389418318864406,0.45725,0.871080305426996
4.08859987925358,-0.380957137260457,0.45725,0.864713600357235
4.27582352694871,-0.359590287756351,0.45725,0.847925172236313
4.35950701257791,-0.351040849040739,0.45725,0.84085189442167
4.10167367665639,-0.37492302352196,0.45725,0.860090575942125
4.10167367665639,-0.37775473967727,0.45725,0.862262811825678
4.10167367665639,-0.375508393666883,0.45725,0.860541933868358
3.87134890330944,-0.392994497683622,0.45725,0.873541993144018
4.21097493670764,-0.36719643966144,0.45725,0.853966967665394
3.59370344159031,-0.398274216747095,0.45725,0.877011438220314
3.10283097013427,-0.400665316082499,0.45725,0.878397456742493
2.84114206092113,-0.402292090460311,0.45725,0.879216092108077
2.84114206092113,-0.403392507651581,0.45725,0.879769124653509
2.84114206092113,-0.403444393794053,0.45725,0.879791672852904
2.60723588078816,-0.405307668924544,0.45725,0.880568456221651
2.52839041824197,-0.411272411590289,0.45725,0.882992523086176
2.62128231561303,-0.412549316432361,0.45725,0.883550368539115
4.45316741998275,-0.419946927601495,0.45725,0.887716167449687
3.62413855293385,-0.418038635572717,0.45725,0.886364261443181
2.60068766859525,-0.415010291038172,0.45725,0.884608480266196
2.56575564564276,-0.409417480685253,0.45725,0.882250305860265
2.56575564564276,-0.407516529675959,0.45725,0.881486059584181
2.56575564564276,-0.407211394100767,0.45725,0.881360736740622
2.56575564564276,-0.407346735988935,0.45725,0.881414657040861
4.57364692802276,-0.42019357019075,0.45725,0.887964266682895
4.72510312803865,-0.421516593077709,0.45725,0.889494814107041
4.78100473422907,-0.422866408965543,0.45725,0.891079334195626
4.7940927207691,-0.424051760670184,0.45725,0.892522673431986
4.93881033060671,-0.426092816174423,0.45725,0.895139044037518
4.93881033060671,-0.427493851583219,0.45725,0.897013912375911
4.93881033060671,-0.428234615395669,0.45725,0.898008595540086
5.01178964792674,-0.430169415371772,0.45725,0.900751871178084
3.1665794347555,-0.620673089704762,0.45725,1.22837111780302
4.98805895182912,-0.432897754882653,0.45725,0.904641064145423
2.97477374583829,-0.615846333167222,0.45725,1.22689719470884
4.96613448390391,-0.439588256802646,0.45725,0.914114010665125
4.98129981958621,-0.436565650188061,0.45725,0.909838396334812
2.72679340871947,-0.609064334770215,0.45725,1.22475304771492
