0.000000000000000000e+00,9.423614599128263269e-02,6.679920098009230200e-02,1.749805444291721579e-01,3.631395975922045716e-02,5.575159714206665701e-02,3.999432829389699962e-02
1.000000000000000000e+00,9.397953749030826809e-02,6.679946293779322197e-02,1.749361614367360984e-01,3.627883772034017767e-02,5.585962070999728191e-02,4.001593010524425592e-02
2.000000000000000000e+00,9.397454954255304860e-02,6.670455286144912066e-02,1.749101101725722418e-01,3.627346989311844294e-02,5.586588055404412972e-02,4.000138132635045612e-02
3.000000000000000000e+00,9.382558105725251341e-02,6.647298335254193946e-02,1.746578200932931424e-01,3.636175914484093830e-02,5.585299213854756639e-02,3.999241156957917404e-02
4.000000000000000000e+00,9.415971142679645245e-02,6.678168629812143708e-02,1.746964537629050185e-01,3.626115566715935185e-02,5.588001651782073531e-02,4.000473274623333325e-02
5.000000000000000000e+00,9.345799739730699385e-02,6.675620393193514024e-02,1.734718097704050777e-01,3.576257893684391120e-02,5.584934500666439983e-02,3.987527084062069543e-02
6.000000000000000000e+00,9.325456403193095600e-02,6.674730151230527653e-02,1.703591645657472620e-01,3.603491462112023286e-02,5.569667088603821176e-02,3.997838817597789557e-02
7.000000000000000000e+00,9.431268880200047167e-02,6.677317664319350199e-02,1.749698325446969738e-01,3.635750229469952161e-02,5.586306132215257403e-02,3.996252922625310317e-02
8.000000000000000000e+00,9.418392439419689954e-02,6.678758553708145917e-02,1.750130981024946575e-01,3.626295504492355048e-02,5.588181498514302459e-02,3.995387845362199236e-02
9.000000000000000000e+00,9.421403291452666584e-02,6.675529215491836366e-02,1.749898494452889197e-01,3.627504983706717617e-02,5.585532302605656502e-02,3.996773624262314056e-02
1.000000000000000000e+01,9.425907302100959562e-02,6.605229879740913412e-02,1.748294055858920781e-01,3.635098305634853338e-02,5.588064699751479902e-02,3.996066608435025480e-02
1.100000000000000000e+01,9.420503118262156528e-02,6.656435834207456714e-02,1.746035373673644475e-01,3.633951021823308980e-02,5.582000062282756886e-02,4.001905808631942008e-02
1.200000000000000000e+01,9.370326777261309137e-02,6.643167585539819231e-02,1.746476441143545166e-01,3.631465308665906416e-02,5.575172563015459021e-02,4.001547621482581113e-02
1.300000000000000000e+01,9.390524384435849914e-02,6.638548335053764959e-02,1.748786874728867902e-01,3.634622058866402577e-02,5.585228063703540774e-02,4.002181961362711454e-02
1.400000000000000000e+01,9.356109355048251863e-02,6.669763054949434666e-02,1.748177224656845552e-01,3.623681488271031370e-02,5.569438899690636047e-02,3.997709295279231606e-02
1.500000000000000000e+01,9.391289131887547992e-02,6.679870245646989113e-02,1.750118181997147582e-01,3.623056933658221068e-02,5.588059241731908877e-02,3.989591249537261658e-02
1.600000000000000000e+01,9.422997074353219038e-02,6.674825838861059291e-02,1.750114253374505102e-01,3.607473683795119068e-02,5.583131759737625099e-02,3.993022446730421643e-02
1.700000000000000000e+01,9.431579025022934770e-02,6.679853798695703504e-02,1.750128797542756243e-01,3.618067352764634675e-02,5.587221397463543182e-02,3.999942478833017762e-02
1.800000000000000000e+01,9.431847902575246634e-02,6.679944423151161492e-02,1.750116225049012098e-01,3.632446981457158885e-02,5.583318069516510912e-02,4.002466751298317665e-02
1.900000000000000000e+01,9.431455907502807323e-02,6.678247661058622775e-02,1.748089191172788881e-01,3.600227004229721028e-02,5.585462977488894060e-02,3.993098143280696122e-02
2.000000000000000000e+01,9.416171726448305246e-02,6.679490459064435504e-02,1.749634175723754903e-01,3.636128221824314749e-02,5.571169817355595133e-02,4.002435596381265226e-02
2.100000000000000000e+01,9.431075027930671539e-02,6.673505452619311884e-02,1.748283295700565343e-01,3.634201299040815819e-02,5.588192138649156898e-02,3.989415490428966510e-02
2.200000000000000000e+01,9.410304644397571305e-02,6.659717932794075035e-02,1.746374170142547255e-01,3.636307485123344702e-02,5.583850238448909153e-02,3.984827514562679779e-02
2.300000000000000000e+01,9.430447022026978987e-02,6.679938704072228839e-02,1.744092786120109984e-01,3.605467151088743299e-02,5.561775469450221110e-02,4.002390680482120766e-02
2.400000000000000000e+01,9.431702500648643517e-02,6.676560759021270275e-02,1.750110786386251671e-01,3.619642846551718307e-02,5.588217757501415944e-02,4.002464610864091277e-02
2.500000000000000000e+01,9.429815049262077475e-02,6.669830572888828246e-02,1.748449684079406152e-01,3.632132295258333476e-02,5.531496848071334321e-02,4.000047406855637699e-02
2.600000000000000000e+01,9.408691681262218443e-02,6.679947525388829632e-02,1.725751486748913488e-01,3.631680644101258071e-02,5.569970303864673483e-02,4.000859840716679966e-02
2.700000000000000000e+01,9.425331676995818420e-02,6.673808726325211604e-02,1.749908706624530297e-01,3.630735842916351513e-02,5.579143491977417435e-02,3.996948158342755741e-02
2.800000000000000000e+01,9.379213106501838038e-02,6.676777305678464891e-02,1.750112004038324731e-01,3.636122323978821513e-02,5.580955358936641464e-02,4.001664977719325555e-02
2.900000000000000000e+01,9.427008010915900738e-02,6.679594932631290061e-02,1.749728299936825493e-01,3.627231522096810434e-02,5.587776797343959462e-02,4.002435415641500405e-02
3.000000000000000000e+01,9.210941555811859305e-02,6.678839021163654466e-02,1.750067277579762381e-01,3.609573416807930479e-02,5.586769805121351989e-02,3.974613123000343001e-02
3.100000000000000000e+01,9.430101445844793484e-02,6.675689695479666841e-02,1.746024836127556823e-01,3.632443418138120439e-02,5.583868920135777458e-02,4.002399054091865943e-02
