H1,H2,H3,H4,H5,H6,R1,R2,R3,R4,R5,R6
0,0,27.50724,-0.050365756,5.6389842,2.85871248,-0.0093995,0.077957,-1.0673665,0.00479936,0.23318688,-0.169638645
0,0,31.392,-0.057478752,6.43536,3.264768,0.0080065,0.088491,-1.2221495,0.005597515,0.267288181,-0.193953976
0,0,29.43,-0.05388633,6.03315,3.06276048,-0.0005195,0.081776,-1.1429295,0.00506714,0.250536075,-0.182456821
0,0,25.506,-0.046701486,5.22873,2.65670496,-0.0122175,0.069439,-0.9911955,0.004264887,0.216658891,-0.158217285
0,0,21.71934,-0.039768112,4.4524647,2.26085184,-0.0243705,0.057981,-0.8457885,0.005446173,0.182624256,-0.135019737
0,0,17.658,-0.032331798,3.61989,1.836432,-0.0328825,0.047911,-0.6835855,0.00368432,0.147840737,-0.109927936
0,0,13.77324,-0.025218802,2.8235142,1.428336,-0.0329675,0.037598,-0.5312035,0.002850756,0.115111663,-0.085597087
0,0,9.81,-0.01796211,2.01105,1.02024,-0.0234995,0.025822,-0.3719145,0.002326408,0.082371398,-0.060892081
0,0,5.886,-0.010777266,1.20663,0.61010352,-0.0120655,0.014246,-0.2183955,0.001881979,0.050093659,-0.036373862
0,0,1.962,-0.003592422,0.40221,0.204048,-0.0015925,0.003106,-0.0766455,0.000117904,0.016086889,-0.012888402
