"CpX","X (m)","Y (m)","Z (m)"
74.6094491602376,-4.38207129952223,0.00325392261296813,0.4705
74.2822808389362,-4.38201980268389,0.0103652621885316,0.4705
73.9927059535504,-4.38191031484258,0.0180847317939777,0.4705
73.6153508183992,-4.38174497041566,0.0258221214741914,0.4705
70.1511475400345,-4.38152215939142,0.0335808756682325,0.4705
68.1337627126688,-4.38124097694572,0.0413264398215335,0.4705
69.0646062951599,-4.3808989808327,0.0490713688715784,0.4705
70.5105852137205,-4.38049613318489,0.0568328675815796,0.4705
71.8210165687611,-4.38003548594943,0.0646178163777926,0.4705
66.9464360966828,-4.37950927302392,0.0724490138544683,0.4705
67.2516711188561,-4.37891735169414,0.0802793532626823,0.4705
68.6235350069371,-4.37826837874409,0.0880472461691184,0.4705
67.4048170058019,-4.3778474158781,0.0928248045439836,0.4705
67.4774587088355,-4.37767347636442,0.0948131149384124,0.4705
67.7930207462746,-4.37739836733948,0.0978322812694591,0.4705
21.6368843643207,-4.37589771803171,0.114051900685149,0.4705
65.8109301931736,-4.37664877862193,0.105464080963349,0.4705
66.8871374490249,-4.37702546698682,0.101691550239699,0.4705
64.6458604467967,-4.37627239309054,0.10914138722479,0.4705
65.4772032436647,-4.37594262149797,0.112285228144007,0.4705
20.6513503570215,-4.37629475351875,0.116264529193305,0.4705
36.7516996514303,-4.37718223897338,0.119877007294608,0.4705
32.3634240473378,-4.37793111584848,0.124082377931952,0.4705
37.8152787190585,-4.37807956034534,0.128820765236569,0.4705
52.338952081957,-4.37790521360102,0.134144496568622,0.4705
41.8864752119486,-4.37805353653291,0.131853285932382,0.4705
53.896615755196,-4.37759115138488,0.137478625513584,0.4705
54.833991515222,-4.37720041883612,0.14104360885217,0.4705
52.7228961240425,-4.37678928205223,0.144623389717341,0.4705
53.9818705999473,-4.37616110114864,0.149983294371449,0.4705
54.8463222833904,-4.37518445517271,0.157279300101048,0.4705
54.8617223151604,-4.37397614713994,0.164782010678885,0.4705
54.7226549674598,-4.37256988424226,0.172452652057521,0.4705
53.6656697626652,-4.37113504493377,0.180174042752677,0.4705
51.8607404891893,-4.36997077592254,0.186806238209007,0.4705
53.1195925805527,-4.36930507945708,0.19076339721584,0.4705
50.5145807127057,-4.36849917427405,0.195830233019834,0.4705
-8.13839241295795,-3.92384871556682,0.827929840755293,0.4705
-7.96584942389905,-3.93186223050048,0.825115193883778,0.4705
49.0071442087428,-4.36718900469837,0.203507573051471,0.4705
-8.26712285431387,-3.94709367227426,0.819873525150908,0.4705
48.5407695340111,-4.3657588910773,0.211269428477333,0.4705
-8.73590322358134,-3.96263921783477,0.814649815982741,0.4705
46.8883448014342,-4.36432088662671,0.219096938996127,0.4705
-9.25643600970035,-3.9711192902275,0.811843668589678,0.4705
45.5824830254873,-4.36295129811893,0.226887010170659,0.4705
-9.57127110652329,-3.97907245998158,0.809211971127282,0.4705
44.3037947307561,-4.36206578603732,0.2320376093864,0.4705
43.0660592688494,-4.36135280849634,0.235958455330319,0.4705
-10.4118116116865,-3.99402576378412,0.804223867330826,0.4705
41.414342065773,-4.36011779129837,0.242457553163101,0.4705
-11.6215486627019,-4.00954910666611,0.798931805281198,0.4705
40.0764125524134,-4.35858295052534,0.250105369429843,0.4705
-13.0296153901095,-4.02465810651891,0.793616149019131,0.4705
39.2198593924746,-4.35699818439034,0.257896558617964,0.4705
-15.1685099675941,-4.0404810772388,0.787782438229288,0.4705
