"CpX","X (m)","Y (m)","Z (m)"
10.7551848157996,-4.32369585592569,0.0131768428128676,0.5625
16.1917993185324,-4.32373014039579,0.00931711053566622,0.5625
16.6569369839865,-4.32375733030261,0.00631687351522165,0.5625
9.91703128588295,-4.32318452992575,0.0335135646832929,0.5625
9.80670256076419,-4.3228602420754,0.0412208180652501,0.5625
10.2968760776871,-4.32345303836937,0.0258037107086889,0.5625
10.5634927362281,-4.32363281292815,0.0180823975981437,0.5625
13.3322926421828,-4.32380019092305,0.00306919188938974,0.5625
12.4408588367639,-4.32125543336034,0.0643242743940015,0.5625
11.9549939148637,-4.32077511355834,0.0720405865691469,0.5625
10.6927331476663,-4.32239475457231,0.048923547446037,0.5625
11.8919446136275,-4.32180835861807,0.0566202607009967,0.5625
11.074820700405,-4.32022582836694,0.0797876427388108,0.5625
11.078649773838,-4.31958013804381,0.0875408324165141,0.5625
12.1310215248522,-4.31885468464406,0.0952780375393603,0.5625
12.9571038078179,-4.31805232407574,0.10301603265581,0.5625
13.2196177075322,-4.31722101296379,0.11073647368249,0.5625
13.7750666063116,-4.3163433613032,0.118149875928215,0.5625
15.7743154887636,-4.31584928020377,0.122052911964011,0.5625
11.7024986669186,-4.31527237725806,0.126771093429009,0.5625
-17.9142870848587,-3.9969848595121,0.738678420222269,0.5625
11.3289964512939,-4.31439144122913,0.133873688416339,0.5625
15.6312062929989,-4.31573886288719,0.122945969644879,0.5625
-17.9355527789266,-3.98853761378655,0.745765114243186,0.5625
-17.391131138099,-3.98049222305936,0.752129902855236,0.5625
-17.6174346683015,-4.00518590400356,0.73141443909599,0.5625
-17.3386785286588,-3.97597058136662,0.755574034653671,0.5625
-17.7978879800201,-3.96711127375904,0.762302212414297,0.5625
-17.3475198409838,-3.95815333599262,0.76861243697934,0.5625
-17.6398935854415,-4.00131698251509,0.734885622687004,0.5625
-17.7161127028695,-3.99310812265864,0.741983274593513,0.5625
11.5180571766191,-4.31333591677988,0.141510412205433,0.5625
11.6790723588824,-4.31214162966494,0.14925558059804,0.5625
-17.104101015669,-4.01311990317217,0.724075102703694,0.5625
-18.0480665773278,-3.98479589754271,0.748835753498066,0.5625
-17.2264333706945,-4.00924730525385,0.72769961018058,0.5625
-16.9034210358178,-3.94969013804457,0.774306880181756,0.5625
-17.3015241960334,-3.97190299405739,0.758675567818432,0.5625
-17.4583130585945,-3.96323171866982,0.765069926726776,0.5625
-17.7373000584673,-3.95447510032853,0.771171629075303,0.5625
12.4447469089593,-4.31091666861236,0.157070430485073,0.5625
-16.4583915538408,-4.01713278624074,0.720256536777827,0.5625
-16.5223535214301,-4.02100085456305,0.716525761623556,0.5625
-17.0628008192897,-3.94496718990118,0.777383876464745,0.5625
12.6513935584946,-4.3096466344965,0.164839386233788,0.5625
-15.9183980870687,-4.02868283802046,0.708881306908465,0.5625
-15.9822895412766,-4.02482778248793,0.712761107907737,0.5625
-16.2164963751257,-3.93501309036947,0.783176363330978,0.5625
-17.5546363479081,-3.94118826034944,0.779659426635808,0.5625
-10.8179464372363,-3.90393837232515,0.796462375252792,0.5625
-10.4246130647915,-3.89768898996766,0.798585652886371,0.5625
11.100711714255,-4.3076329211174,0.176217657955355,0.5625
13.1575091531713,-4.30834901717201,0.172247774012753,0.5625
-15.1219445738396,-4.03240744824673,0.705003033851383,0.5625
-14.7082648333762,-4.03623773292344,0.700937323355665,0.5625
-13.5571211876255,-4.04356337964009,0.692861645616141,0.5625
-17.2563573860017,-3.93141213293485,0.785173170570919,0.5625
-14.7924361445561,-3.92698869618779,0.787399011370006,0.5625
-14.1059951049044,-3.9196345937586,0.790678415342795,0.5625
-11.6361422626146,-3.91159871772986,0.793713486420911,0.5625
-9.94289524786577,-3.89387507131555,0.799864875822081,0.5625
12.02685406755,-4.30682853692652,0.18053814199878,0.5625
-13.8760153147367,-4.03976242993932,0.697097176346516,0.5625
-12.4488340630813,-4.04697087926153,0.689009565856288,0.5625
-11.8166314075704,-4.05103484566743,0.684278118928309,0.5625
-15.1298400341157,-3.93099001639126,0.785393971344172,0.5625
-12.4174480819651,-3.91580833164289,0.792132450866381,0.5625
12.0588251004582,-4.30548788637983,0.188336422736219,0.5625
10.7793773775508,-4.30455025312969,0.19622457681098,0.5625
-10.1041394495791,-4.05728383007068,0.676767794913197,0.5625
-9.01144231952252,-4.06111158116617,0.672033722954718,0.5625
-10.9350153777703,-4.05408179906639,0.680692723759355,0.5625
10.7853667332328,-4.30380537113068,0.203853420408506,0.5625
-6.94064612444921,-4.06805618533687,0.663202118292889,0.5625
-7.95478502720292,-4.06429864153164,0.6680078411244,0.5625
12.0294996210839,-4.30246111264739,0.211141183141132,0.5625
11.0146131715863,-4.29948232012368,0.221802342162022,0.5625
-6.16789727223308,-4.0710489731565,0.659309209294785,0.5625
-4.08538260474533,-4.07795695275594,0.650096471667978,0.5625
12.9000408634196,-4.30056594751323,0.218102070163245,0.5625
11.494216808206,-4.29821738624001,0.22594733151718,0.5625
-3.21490619725584,-4.08072557130177,0.646284488181359,0.5625
-2.13070060603882,-4.08456641096981,0.640945531850079,0.5625
-5.17710176665996,-4.07510562908449,0.653925176839661,0.5625
12.2728913024649,-4.29585546378777,0.233575635393002,0.5625
-1.4937578749914,-4.08669578956198,0.637928037381655,0.5625
10.4838312212413,-4.29215763190507,0.245169994117164,0.5625
12.1302998195511,-4.29341308076812,0.241269702389236,0.5625
-0.260995040043298,-4.09136746724798,0.631205262234313,0.5625
-1.38527899854115,-4.08813163497088,0.635884005523511,0.5625
10.7208419608317,-4.29092293433502,0.248849322596519,0.5625
9.05917230273799,-4.28434087808203,0.268113866884937,0.5625
10.9962483721315,-4.28835809081269,0.256507166609851,0.5625
0.722095776483784,-4.09409198049203,0.627247868216174,0.5625
3.02421045510464,-4.10055824409609,0.617577569016476,0.5625
9.10663442727412,-4.28287843197396,0.272177335261416,0.5625
10.8744781023093,-4.2857194339444,0.264203506697061,0.5625
4.33220596457838,-4.10691328374445,0.607825872232559,0.5625
1.24653332805902,-4.09666414943468,0.623419430866284,0.5625
3.38800357143975,-4.10315079596839,0.613629899121707,0.5625
7.03484851242188,-4.27613502934671,0.290594582940279,0.5625
9.53301878614394,-4.28008590629787,0.279878453720463,0.5625
9.41031449387908,-4.12296507281324,0.582181351031982,0.5625
5.09349579013123,-4.1095602545064,0.603724813163621,0.5625
6.84851490252041,-4.27431592410281,0.29535503258295,0.5625
9.02877341316721,-4.27756976428904,0.286745890705491,0.5625
10.0839874575612,-4.12597101231369,0.577214050704074,0.5625
8.7263512793451,-4.12150705642585,0.584572708113539,0.5625
8.19924198357586,-4.11562840302226,0.594086148527667,0.5625
8.04172014266668,-4.12008000159068,0.586913319867746,0.5625
9.1633043483772,-4.12305174589793,0.582038508482838,0.5625
6.45728823223854,-4.1122611215538,0.599441176141356,0.5625
9.30146286658207,-4.12425815627056,0.580046401586338,0.5625
12.1174720087256,-4.12974169232062,0.571008514518193,0.5625
7.49670454073698,-4.20529119035359,0.447647825642491,0.5625
6.78272005000984,-4.26963129283087,0.30724857795215,0.5625
6.87365829698744,-4.27124094496641,0.303228533191325,0.5625
10.2641481852076,-4.12891699151557,0.572300261088673,0.5625
9.9329067358393,-4.12736953180099,0.574886141423908,0.5625
7.35581852142832,-4.11802467151771,0.590215478767804,0.5625
7.35581852142832,-4.12006843572799,0.586932155454149,0.5625
7.35581852142832,-4.11989632533018,0.587198208672592,0.5625
12.325104333637,-4.13070571020655,0.570105956748803,0.5625
6.00198417202327,-4.2080535344923,0.449693476991057,0.5625
8.94208312756804,-4.20745576775765,0.440521541872661,0.5625
8.15979751145165,-4.21611489308191,0.424153370813189,0.5625
7.83578136395368,-4.21641180506463,0.423583607979722,0.5625
8.19674069271528,-4.22158625880611,0.413458599101234,0.5625
7.51821835228103,-4.22933481217156,0.397990153573163,0.5625
7.30539879822554,-4.2369612991082,0.382221116822556,0.5625
7.10064724949747,-4.24653876982489,0.361468455634946,0.5625
7.41980692901087,-4.26820383978095,0.310883149524283,0.5625
8.13851908206654,-4.25173443045687,0.349720686933555,0.5625
7.86260723433848,-4.25365691879088,0.345339829802472,0.5625
7.53936995949197,-4.25855644164446,0.33416971516695,0.5625
7.24099214754396,-4.26076645015766,0.329136833913064,0.5625
8.39416159270256,-4.26514590367511,0.318506854487077,0.5625
14.4101779906004,-4.13518267823868,0.56580821769791,0.5625
19.202852810464,-4.14069823718106,0.56031605499487,0.5625
15.9926100749088,-4.14464650070709,0.556415931695807,0.5625
18.1719379483617,-4.1486764679399,0.552545084162992,0.5625
20.3336754179049,-4.16133283913493,0.537832859314951,0.5625
10.1946738315383,-4.20965236805739,0.452222865263466,0.5625
9.72815730018911,-4.21099929115153,0.43391384808868,0.5625
10.1081609934943,-4.21163995291379,0.432702809193709,0.5625
10.1081609934943,-4.21238747268337,0.43127015299322,0.5625
10.1081609934943,-4.21429149035669,0.427629111609728,0.5625
8.91217549938512,-4.21858621670604,0.419325933267112,0.5625
9.22263936835391,-4.2234892732886,0.409724374861382,0.5625
8.50573309830908,-4.22644626296182,0.403805338833471,0.5625
8.90151571957303,-4.23117441684377,0.394236163203606,0.5625
8.08571657065208,-4.23405468508409,0.388270913419168,0.5625
