X (m),Y (m),Z (m),CdX
-0.694742911,0.669503137,1.030813719,3.18E-05
-0.697959089,0.671675713,1.027542261,6.55E-05
-0.694125532,0.667135992,1.035313537,7.23E-05
-0.777171523,0.698165966,0.990954272,0.000214657
-0.769436993,0.700824429,0.982828408,0.000214427
-0.761606866,0.703280919,0.975262924,0.000208625
-0.75387696,0.70251927,0.975128327,0.000220854
-0.746160157,0.705211486,0.966989579,0.00022666
-0.737048252,0.703484878,0.968663093,0.000100238
-0.685446205,0.662763623,1.040771881,3.19E-05
-0.681502225,0.663777801,1.037348448,2.80E-05
-0.669441509,0.660458875,1.039245988,0.00011469
-0.67242198,0.660767663,1.041064421,1.31E-05
-0.674383542,0.6625173,1.037891452,1.58E-05
-0.679239194,0.661988618,1.040136049,2.10E-05
-0.718213051,0.224336482,1.273566284,0.000139635
-0.733915897,0.224387629,1.27380005,6.33E-05
-0.749509052,0.239920817,1.273086087,4.00E-05
-0.705074817,0.221675446,1.273171442,0.000355995
-0.762318651,0.258149208,1.272276975,0.000105678
-0.659605175,0.674089866,1.009129938,0.000142255
-0.654294506,0.678368257,0.998268127,0.000155113
-0.661642773,0.664926136,1.027783983,0.000138627
-0.665235282,0.667730461,1.024482859,7.66E-06
-0.662777245,0.668666978,1.021691078,1.72E-05
-0.662538774,0.666574779,1.026176561,2.49E-05
-0.662313742,0.669658813,1.019452076,2.66E-05
-0.659677654,0.67067814,1.016660397,6.48E-06
-0.659082296,0.671831156,1.013930378,4.33E-05
-0.666299451,0.661307788,1.035641286,0.000224613
-0.662768606,0.66158876,1.031880749,8.47E-05
-0.660838343,0.662855947,1.029102981,0.000114153
-0.66791737,0.659885606,1.038445862,8.80E-05
-0.690773766,0.663052467,1.042115614,1.68E-05
-0.693478226,0.664685791,1.039909217,3.37E-05
-0.701700933,0.677800103,1.016086877,6.49E-05
-0.693177634,0.681897296,1.004493512,9.05E-05
-0.69063875,0.679754731,1.008252712,0.000148888
-0.697818949,0.679048051,1.012132997,6.39E-05
-0.701689238,0.679618347,1.012167587,6.17E-05
-0.699724486,0.685636408,0.998442352,0.00025418
-0.730552127,0.69987344,0.97530798,0.000249253
-0.707375051,0.690128011,0.990897247,0.000244741
-0.715087146,0.694583374,0.98313267,0.000243412
-0.722779661,0.698875613,0.975427864,0.000257391
-0.701753089,0.674102627,1.023834979,6.68E-05
-0.704983979,0.676205007,1.020542212,3.12E-05
-0.697990244,0.66976907,1.031409526,6.28E-05
-0.701784049,0.672238359,1.02769409,6.26E-05
-0.694791925,0.665622207,1.038539277,3.12E-05
-0.69801895,0.667846717,1.035271894,6.66E-05
-0.777194577,0.694828295,0.998846739,0.000204627
-0.769451859,0.697454704,0.990804934,0.000209241
-0.761652655,0.699972684,0.982975742,0.000217082
-0.75386936,0.699075625,0.98315693,0.000225681
-0.746147289,0.701729582,0.975028612,0.000224188
-0.738375966,0.700878829,0.975048352,0.000228192
-0.686173768,0.661486357,1.043545202,4.58E-05
-0.682290059,0.662346907,1.040461196,5.55E-05
-0.693284122,0.662049759,1.044956499,2.54E-05
-0.690029895,0.661773353,1.044323037,5.82E-05
-0.670930771,0.658741536,1.041968628,0.000223419
-0.674948062,0.660993963,1.041238311,3.20E-05
-0.678165649,0.661255742,1.04144704,1.23E-05
-0.720763367,0.23726231,1.272879868,0.000102435
-0.733920781,0.239887997,1.272955353,5.22E-05
-0.749464635,0.255534754,1.272129608,2.83E-05
-0.699907772,0.226862077,1.272398704,0.000317229
-0.764941527,0.271197255,1.2715702,0.000189895
-0.653334039,0.673909215,1.007543864,0.000132209
-0.6515105,0.676473794,1.001338821,7.48E-05
-0.658431749,0.664193308,1.026555214,3.78E-05
-0.662012898,0.667510873,1.023902358,5.03E-05
-0.659008988,0.669430407,1.019022209,4.26E-05
-0.655921055,0.671488711,1.013593522,5.97E-05
-0.65271346,0.671489803,1.012624422,2.94E-05
-0.665032804,0.65928866,1.036124426,6.45E-05
-0.662880919,0.660181542,1.033297932,2.50E-05
-0.659836939,0.661273448,1.029990871,-2.75E-06
-0.658209857,0.662680923,1.027644607,2.81E-05
-0.66727516,0.658078861,1.039277404,5.15E-05
-0.694083332,0.663352922,1.042719927,5.78E-05
-0.706266157,0.677010059,1.019261139,2.89E-05
-0.705569393,0.678375378,1.016104952,6.25E-05
-0.705533914,0.680118419,1.012306483,5.66E-05
-0.699697079,0.682000971,1.006364844,0.000245503
-0.707416275,0.686627405,0.998671826,0.000243421
-0.731869234,0.697192203,0.981889362,0.000116581
-0.715067029,0.691052786,0.991151211,0.000259348
-0.722789338,0.695483766,0.983322423,0.000220342
-0.705645698,0.674747423,1.023782375,6.84E-05
-0.701811755,0.670340326,1.031566491,6.80E-05
-0.705031147,0.672475147,1.028299774,3.06E-05
-0.698043261,0.665904849,1.039130511,6.37E-05
-0.701844297,0.668431891,1.035424393,6.19E-05
-0.777216931,0.691494263,1.006671998,0.000216055
-0.769478132,0.694110193,0.998678609,0.000210146
-0.761728843,0.696705702,0.990680367,0.000205507
-0.755222095,0.696486167,0.989577557,0.000100683
-0.746103733,0.698235987,0.983194566,0.000221597
-0.738380584,0.697453704,0.98303134,0.000226255
-0.685415248,0.660116009,1.045957257,2.71E-05
-0.683043407,0.661243433,1.042941223,1.18E-05
-0.693840411,0.660932847,1.047303494,5.45E-05
-0.690565141,0.660658193,1.046664843,1.19E-05
-0.669475713,0.656720746,1.042467718,3.64E-05
-0.67237107,0.657195375,1.044687423,0.000101305
-0.674082635,0.658017814,1.045567498,0.000135573
-0.675896068,0.659541967,1.044805345,3.57E-05
-0.678945311,0.659911369,1.04477546,2.58E-05
-0.715579733,0.242464846,1.272389094,0.00015992
-0.733895813,0.255496492,1.272033765,4.03E-05
-0.749432424,0.271183489,1.271151019,3.34E-05
-0.702704151,0.239890277,1.271736063,0.000639815
-0.765030777,0.286811558,1.270585183,0.000175715
-0.650545276,0.671643112,1.011880275,5.31E-06
-0.649920437,0.672751277,1.009656394,-2.12E-07
-0.649183999,0.673293513,1.008083599,1.25E-05
-0.64792096,0.674418964,1.005089588,2.00E-05
-0.6453413,0.675470677,1.000327795,0.000232509
-0.657430839,0.664870151,1.025520172,5.00E-05
-0.658576491,0.667162787,1.023039019,7.88E-05
-0.656184253,0.669308561,1.018329433,4.84E-05
-0.652654108,0.670284254,1.015104737,1.05E-05
-0.651080085,0.670114361,1.014549166,1.92E-05
-0.664205178,0.658589651,1.036959516,-7.94E-06
-0.6613787,0.660010521,1.033402906,-1.13E-05
-0.659909556,0.660554445,1.0321269,-4.25E-06
-0.657395206,0.66172261,1.029161226,-1.37E-05
-0.665031422,0.657640752,1.039674109,-1.81E-05
-0.668291273,0.657247717,1.040911159,3.65E-06
-0.661772091,0.658001077,1.039331486,-9.30E-06
-0.698033401,0.663872695,1.043113782,7.20E-05
-0.709516834,0.677208392,1.019863752,5.91E-05
-0.709388216,0.679740253,1.014344173,9.07E-05
-0.707451236,0.683057999,1.006506696,0.000254529
-0.715111344,0.687574366,0.998928784,0.000224599
-0.729286136,0.69574884,0.984523327,0.00010856
-0.722827489,0.692077756,0.991128523,0.000258214
-0.706312004,0.673293369,1.027020717,3.06E-05
-0.709544831,0.675377976,1.023727214,6.59E-05
-0.705698816,0.671002943,1.031525642,6.91E-05
-0.701870436,0.666500889,1.039285335,6.81E-05
-0.705089756,0.668677901,1.036034005,3.09E-05
-0.776000176,0.687484275,1.015710685,0.000102566
-0.769460191,0.690660132,1.006749974,0.000219861
-0.761754914,0.693356802,0.998551583,0.000225132
-0.75264028,0.695087606,0.992219515,0.000101059
-0.746121978,0.694863491,0.991078374,0.000211606
-0.738399134,0.694058954,0.990897627,0.000230895
-0.697834191,0.661287419,1.048049174,6.10E-05
-0.686594081,0.659294796,1.047868255,2.53E-05
-0.682367368,0.659981582,1.045341481,3.59E-05
-0.692956293,0.659500183,1.049712283,3.47E-05
-0.6897365,0.659379661,1.048769922,6.04E-05
-0.668795781,0.656193531,1.043215642,-6.96E-06
-0.671674327,0.655544924,1.045527347,4.55E-05
-0.675803051,0.657428086,1.047406025,0.000103409
-0.678873649,0.657848451,1.048757934,0.000102578
-0.718349565,0.255490102,1.271664523,0.000310072
-0.733881698,0.271131839,1.271049488,3.91E-05
-0.749409605,0.286760087,1.270195419,4.25E-05
-0.702863669,0.255465972,1.270738698,0.000630308
-0.765005758,0.302396241,1.269645524,0.000167938
-0.648963431,0.67042286,1.011898826,0.000229679
-0.648122529,0.672131808,1.008913061,0.000156129
-0.644410926,0.672761163,1.004896852,0.000212789
-0.640120775,0.673148507,1.000809542,0.000371379
-0.650106375,0.669711032,1.014128908,2.14E-05
-0.654559956,0.664113338,1.025039223,4.29E-05
-0.655634018,0.666701008,1.022302426,7.41E-05
-0.653124166,0.668568788,1.017443105,0.000200371
-0.651032848,0.667759038,1.016454342,8.15E-05
-0.661310787,0.659016438,1.036362411,-2.09E-05
-0.657279796,0.660635686,1.03240285,-1.72E-05
-0.654839551,0.661968187,1.028948945,-4.52E-06
-0.665427627,0.656583594,1.042840851,-2.27E-05
-0.660433401,0.6577727,1.040387197,-9.88E-06
-0.665329669,0.655459033,1.04629108,-2.15E-05
-0.698611024,0.662561964,1.045873186,1.89E-05
-0.701878383,0.664522954,1.043188561,6.31E-05
-0.713358423,0.677713861,1.020004894,6.33E-05
-0.710071211,0.681071155,1.01166,3.05E-05
-0.713350291,0.679512564,1.016092706,6.16E-05
-0.715210513,0.684199834,1.006425111,0.000248044
-0.72160391,0.687893892,1.000171345,0.000110779
-0.724169187,0.689392677,0.997590809,0.000122879
-0.730640612,0.693148592,0.990886755,0.000230754
-0.709564181,0.673510893,1.027618533,6.07E-05
-0.713384911,0.675900092,1.023871066,6.25E-05
-0.706367807,0.669520549,1.03475765,3.17E-05
-0.709592688,0.671646609,1.031480293,6.47E-05
-0.705758585,0.667188965,1.039250519,7.14E-05
-0.701128082,0.661583684,1.048649132,2.23E-05
-0.777347365,0.684840482,1.02209673,0.000225493
-0.769496288,0.687279367,1.014562264,0.000207412
-0.761739585,0.689895387,1.006597182,0.000221788
-0.753970727,0.69248521,0.998610456,0.000230217
-0.746146011,0.691497763,0.99885135,0.000231695
-0.738381108,0.69057557,0.99890023,0.000232716
-0.698351215,0.660176484,1.050367411,1.57E-05
-0.685823966,0.657992492,1.050344527,2.15E-05
-0.682297801,0.657992381,1.049742362,2.04E-05
-0.694165883,0.658675199,1.051719904,3.50E-05
-0.688911588,0.658095726,1.050927426,1.20E-05
-0.669506557,0.65523803,1.045875719,-2.30E-05
-0.672820705,0.654780289,1.047262764,3.41E-06
-0.674606594,0.654600396,1.049017418,0.000143896
-0.677929819,0.655359186,1.051204947,0.000134088
-0.718355628,0.27107711,1.270688024,0.000309873
-0.733888059,0.286690072,1.270073062,4.71E-05
-0.749378741,0.302344001,1.269270921,5.25E-05
-0.702888856,0.271008366,1.269777403,0.000627531
-0.687512681,0.286462639,1.267189328,0.000841775
-0.764994341,0.317965417,1.268704294,0.000141236
-0.776761205,0.34520637,1.267278448,3.26E-05
-0.66618043,0.654000199,1.050529173,-9.08E-06
-0.647572012,0.66835972,1.012252892,8.58E-05
-0.64205823,0.671107479,1.004449153,4.34E-05
-0.645468661,0.670312248,1.008271856,0.000197729
-0.636613744,0.671594653,1.002094319,-4.93E-05
-0.649670618,0.667868992,1.014865417,0.00013437
-0.648318465,0.665662897,1.01842775,-7.78E-06
-0.651760567,0.663846727,1.02481706,2.33E-07
-0.653374181,0.662400809,1.027932654,-9.45E-06
-0.652219128,0.665575651,1.021851121,0.000206117
-0.650328718,0.6657594,1.018031885,5.73E-06
-0.657170675,0.65945371,1.036017551,-2.01E-05
-0.653865857,0.661034243,1.031936775,-1.40E-05
-0.652257696,0.661436016,1.03105418,-2.96E-06
-0.66107683,0.656807573,1.043231353,-1.96E-05
-0.657012561,0.65832752,1.039563274,-2.24E-05
-0.664395665,0.654388864,1.049821196,-1.59E-05
-0.661022548,0.655756751,1.046510655,-2.10E-05
-0.701863699,0.662770293,1.046610378,5.29E-05
-0.705136782,0.66479384,1.043773652,3.27E-05
-0.717225833,0.678258075,1.02004661,6.39E-05
-0.715291855,0.681480391,1.012412769,0.00012802
-0.717193801,0.680004686,1.016229913,5.80E-05
-0.722978274,0.685289061,1.006381499,0.000250864
-0.730673277,0.689730576,0.998707559,0.00023305
-0.713402172,0.674033502,1.027766915,6.60E-05
-0.717254781,0.676218193,1.024420535,4.41E-05
-0.717885005,0.677136894,1.022680668,1.62E-05
-0.70961949,0.669752738,1.035352734,6.15E-05
-0.713429368,0.672177727,1.031630125,6.16E-05
-0.706431781,0.665689473,1.04246255,3.25E-05
-0.709651534,0.667853985,1.039211879,6.38E-05
-0.701677437,0.660470137,1.050981946,5.86E-05
-0.777398814,0.681441502,1.02984507,0.000215261
-0.770896218,0.681202302,1.028718977,0.000105078
-0.769539743,0.683865298,1.022337668,0.000233852
-0.761776956,0.686492156,1.01438687,0.00022012
-0.754016547,0.689100896,1.006414942,0.000215406
-0.747506723,0.688860668,1.00524879,0.000106889
-0.738418466,0.687163288,1.006686567,0.000218623
-0.700759346,0.659023988,1.053428773,3.43E-05
-0.697456065,0.658856195,1.052570741,6.30E-05
-0.686401854,0.657001576,1.052766481,8.19E-06
-0.682137137,0.655986193,1.053811679,6.20E-05
-0.693339321,0.657295813,1.054095316,4.77E-05
-0.689476299,0.657072733,1.053332162,3.62E-05
-0.66994127,0.653771268,1.050204459,-3.72E-05
-0.673053025,0.653501904,1.050179203,-1.12E-05
-0.675591616,0.653229456,1.051135029,1.10E-05
-0.676675947,0.653250311,1.052128369,3.72E-05
-0.679618265,0.655456112,1.052881728,6.72E-05
-0.718373032,0.286627663,1.269710798,0.00030396
-0.733869988,0.3022626,1.269125835,5.64E-05
-0.749370675,0.317911085,1.268360314,7.29E-05
-0.66991627,0.343101639,1.258797821,0.000117673
-0.702916637,0.286553588,1.268703859,0.000749931
-0.687589679,0.301984988,1.265656019,0.000857267
-0.676276088,0.344508184,1.259480672,0.000231049
-0.667344625,0.345680913,1.258095855,0.000129244
-0.764988531,0.333524132,1.267728091,0.000127227
-0.768912735,0.345170415,1.26705028,3.13E-05
-0.753312916,0.345075113,1.266640691,3.49E-05
-0.776775399,0.352951473,1.266769004,3.83E-05
-0.66512291,0.653011195,1.053795078,-1.96E-05
-0.646560087,0.667331455,1.013376565,-7.82E-06
-0.646183457,0.668504021,1.010640336,9.25E-06
-0.642996236,0.668872719,1.009485861,-1.92E-05
-0.639058765,0.670296998,1.005924853,-2.17E-05
-0.633848535,0.670271112,1.007221655,-2.00E-05
-0.627829598,0.669845329,1.009287897,-1.07E-05
-0.647473784,0.66634263,1.016421703,-2.30E-05
-0.645912257,0.66583979,1.018547704,-7.32E-06
-0.650377586,0.662775534,1.027342562,-1.65E-05
-0.649184079,0.664675036,1.021767515,6.16E-06
-0.647154594,0.664568021,1.022334632,-2.26E-05
-0.626611228,0.667669966,1.01479332,1.67E-05
-0.653191329,0.659919584,1.035549609,-2.01E-05
-0.649646207,0.661573957,1.031271355,-2.45E-05
-0.656988755,0.657198601,1.043029345,-1.95E-05
-0.652999879,0.658759177,1.039122488,-1.41E-05
-0.663245868,0.653459445,1.052911893,-3.74E-06
-0.660930446,0.654633421,1.049886113,-1.92E-05
-0.656959334,0.656039133,1.046425673,-9.50E-06
-0.705756865,0.663186325,1.047131284,7.32E-05
-0.721126125,0.678855006,1.019967176,6.45E-05
-0.723013467,0.681741546,1.014214712,0.00024507
-0.730716221,0.686278951,1.006483403,0.00024632
-0.717272575,0.674604072,1.027797019,6.51E-05
-0.720510764,0.676336495,1.025171606,1.51E-05
-0.721140801,0.677264568,1.023400749,4.68E-05
-0.716682775,0.67239115,1.032233017,2.94E-05
-0.713453845,0.670287493,1.035509906,6.70E-05
-0.71796477,0.67319638,1.030952631,2.93E-05
-0.709685652,0.665935054,1.04305946,6.16E-05
-0.713486982,0.668390934,1.03936823,6.03E-05
-0.705657217,0.660999804,1.051352234,7.04E-05
-0.77744333,0.677979938,1.037605087,0.000226023
-0.768325217,0.679773562,1.031296227,0.000100872
-0.761775922,0.682983763,1.022339416,0.000230546
-0.754056751,0.685695482,1.014189543,0.000228079
-0.744931857,0.687430535,1.007837708,0.0001072
-0.738471621,0.683710227,1.014435352,0.000247978
-0.701999693,0.658063669,1.055709673,4.46E-05
-0.696599278,0.657583803,1.054698339,1.22E-05
-0.685729899,0.655959539,1.054971241,2.88E-05
-0.681164467,0.653673882,1.056119622,0.000128484
-0.69393688,0.656293917,1.056297943,1.90E-05
-0.688812156,0.65598881,1.055550665,6.08E-06
-0.66851497,0.652566088,1.05429639,-2.21E-05
-0.674462931,0.652819696,1.051892742,-9.37E-06
-0.676035909,0.652478678,1.052511829,-8.60E-07
-0.678781401,0.653429424,1.054154529,0.00014145
-0.749374959,0.333450443,1.267373527,0.000116053
-0.718397367,0.302175334,1.26862309,0.000450027
-0.733875186,0.317818116,1.268135815,0.000104267
-0.67230759,0.332962901,1.260338435,0.000954348
