"Pxn","X (m)","Y (m)","Z (m)"
-0.225324803425291,-2.29118844119898,0.854137721922155,0.7205
-0.20938504510633,-2.2990007010859,0.854040041399355,0.7205
-0.232417185147404,-2.30681068252794,0.853942848785059,0.7205
-0.286620794339488,-2.31461893396348,0.853830163174586,0.7205
-0.308227403719682,-2.33805771329478,0.853471709834348,0.7205
-0.265089083004089,-2.33024146160247,0.85358930087672,0.7205
-0.29772873265322,-2.32242676873468,0.853706298100753,0.7205
-0.318398320474615,-2.34586716902443,0.853343639152741,0.7205
-0.311489700924763,-2.3536764740878,0.853216051839984,0.7205
-0.327393829513131,-2.36148685712166,0.853087042463574,0.7205
-0.339164010279123,-2.36929634368971,0.852953645082162,0.7205
-0.348067604067332,-2.37710490574859,0.852817933253312,0.7205
-0.32664256156822,-2.38491327201157,0.852687205731558,0.7205
-0.386773063167844,-2.39272107317633,0.852552965097858,0.7205
-0.352427088249523,-2.40052838998432,0.852416229719062,0.7205
-0.358440416326004,-2.40833640230714,0.852287998070111,0.7205
-0.389317313717198,-2.41614469179231,0.852154577063225,0.7205
-0.382064123842671,-2.42395251637667,0.852015538865242,0.7205
-0.392197670178779,-2.43175999096079,0.851876801563706,0.7205
-0.438310142616491,-2.43956803555768,0.851736474906569,0.7205
-0.584965584348145,-2.44737500526815,0.851571531609305,0.7205
-0.382277597572915,-2.45518619184632,0.851420871794996,0.7205
-0.4298421827811,-2.46299840625339,0.851300843499017,0.7205
-0.469953934551976,-2.47080736166402,0.851167725037677,0.7205
-0.572502020194541,-2.48642069294709,0.8508763125429,0.7205
-0.474543018138483,-2.47861634985445,0.851029662974523,0.7205
-0.596511364797435,-2.51069739271964,0.850390994596284,0.7205
-0.560816052839585,-2.50203942230584,0.850555552380967,0.7205
-0.571680419016388,-2.4942283122159,0.850709211753549,0.7205
-0.621820973308108,-2.51768035286724,0.850252945804125,0.7205
-0.587319529910797,-2.50678115479447,0.850467626143282,0.7205
-0.663753929182914,-2.53329449086064,0.849938358635718,0.7205
-0.63667460699054,-2.52548855156312,0.850096707012114,0.7205
-0.83096422552836,-2.54890200264223,0.849609660568715,0.7205
-0.696652214823705,-2.54109838601204,0.849777404047638,0.7205
-0.874234276313643,-2.56451522670871,0.849248727522042,0.7205
